44 50 56 57 58 64	UNSAFE
87 84 81 79 76 74 77	SAFE
89 86 85 82 81 81	SAFE
31 30 27 26 25 24 21 17	SAFE
62 59 57 56 53 47	SAFE
36 33 31 28 31 30	UNSAFE
44 42 41 39 38 36 37 40	SAFE
42 41 40 38 41 39 39	UNSAFE
76 74 72 74 73 69	UNSAFE
39 36 37 35 33 32 27	SAFE
39 36 34 34 31 28 25	SAFE
66 65 63 63 66	SAFE
77 76 76 73 73	SAFE
77 75 75 74 71 69 67 63	SAFE
42 40 37 35 33 33 30 24	SAFE
56 53 50 46 45	UNSAFE
28 26 24 20 19 17 18	UNSAFE
75 73 71 70 69 68 64 64	UNSAFE
37 36 32 30 28 24	UNSAFE
75 73 72 68 66 65 58	UNSAFE
63 61 59 58 55 53 47 44	UNSAFE
84 82 79 76 75 68 66 67	UNSAFE
97 95 93 87 87	UNSAFE
70 69 66 61 57	UNSAFE
43 41 39 37 36 30 27 22	UNSAFE
71 73 70 69 66 63 61 60	SAFE
71 72 69 68 71	SAFE
41 43 41 40 40	SAFE
52 53 51 49 45	SAFE
95 96 93 90 89 83	SAFE
57 58 61 59 58 56 54 52	UNSAFE
74 77 74 76 79	UNSAFE
93 95 94 93 91 93 92 92	UNSAFE
31 32 31 33 32 28	UNSAFE
73 76 79 78 77 72	UNSAFE
40 41 41 40 37 36 33	UNSAFE
48 50 48 47 45 45 48	UNSAFE
26 28 25 23 21 21 18 18	UNSAFE
35 38 37 36 35 35 31	UNSAFE
96 98 97 97 96 89	UNSAFE
28 29 27 26 22 19 18 16	UNSAFE
85 88 87 83 81 84	UNSAFE
92 94 90 89 89	SAFE
17 19 16 12 8	UNSAFE
41 43 40 36 29	UNSAFE
50 53 50 48 47 40 38 36	UNSAFE
29 32 25 22 25	UNSAFE
96 97 94 89 87 86 83 83	UNSAFE
80 82 76 73 69	UNSAFE
36 39 38 37 36 31 24	UNSAFE
68 68 67 64 61	SAFE
40 40 39 37 34 36	SAFE
90 90 89 86 86	SAFE
52 52 51 49 47 45 42 38	SAFE
25 25 22 20 14	SAFE
90 90 88 90 88 85	UNSAFE
37 37 34 35 33 36	UNSAFE
30 30 27 24 23 22 25 25	UNSAFE
99 99 97 96 95 93 95 91	UNSAFE
77 77 80 78 77 74 67	UNSAFE
38 38 37 34 34 31 28	UNSAFE
39 39 38 37 37 34 33 35	UNSAFE
24 24 22 22 19 18 18	UNSAFE
29 29 29 28 25 21	UNSAFE
57 57 56 55 55 48	UNSAFE
88 88 85 81 79 78	UNSAFE
28 28 27 25 21 19 17 19	UNSAFE
10 10 7 6 2 2	UNSAFE
21 21 19 15 13 10 8 4	UNSAFE
60 60 58 57 54 50 49 42	UNSAFE
81 81 79 74 71 68 67 66	UNSAFE
36 36 34 31 30 24 21 24	UNSAFE
15 15 12 10 8 2 1 1	UNSAFE
20 20 17 14 7 3	UNSAFE
77 77 76 70 67 65 62 57	UNSAFE
29 25 24 22 19 18 15	SAFE
77 73 71 70 69 71	SAFE
29 25 22 19 18 18	SAFE
37 33 32 30 29 26 23 19	SAFE
57 53 52 50 49 47 40	SAFE
88 84 81 84 83 80 79 76	UNSAFE
47 43 40 38 36 35 36 38	UNSAFE
40 36 33 31 34 32 32	UNSAFE
70 66 69 67 66 63 59	SAFE
72 68 67 65 63 60 63 56	UNSAFE
89 85 83 83 81 79 77	UNSAFE
15 11 10 7 7 4 3 6	UNSAFE
88 84 82 82 81 78 78	UNSAFE
85 81 79 77 77 76 72	UNSAFE
68 64 62 62 60 53	UNSAFE
52 48 44 41 38 36 33 31	UNSAFE
73 69 66 65 61 58 56 59	UNSAFE
29 25 22 18 16 16	UNSAFE
89 85 82 78 75 74 73 69	UNSAFE
31 27 26 22 21 16	UNSAFE
36 32 31 26 24	UNSAFE
84 80 73 70 68 71	UNSAFE
55 51 50 47 42 39 38 38	UNSAFE
27 23 21 15 11	UNSAFE
61 57 55 48 42	UNSAFE
34 29 28 27 24 21 20 18	SAFE
28 23 22 21 20 17 15 16	SAFE
92 85 83 80 78 77 77	SAFE
47 42 39 38 37 36 32	SAFE
92 86 83 81 78 76 73 68	SAFE
46 41 42 40 37 35 32 29	UNSAFE
24 18 21 20 19 16 17	SAFE
23 18 21 19 19	SAFE
86 80 83 81 78 76 75 71	SAFE
99 93 94 92 90 83	UNSAFE
69 63 62 61 59 59 57 54	UNSAFE
53 46 45 44 44 46	UNSAFE
41 35 34 33 33 33	UNSAFE
66 61 61 58 56 52	UNSAFE
96 90 87 86 86 84 83 78	UNSAFE
66 60 56 54 52 49 47	UNSAFE
50 43 41 37 35 37	UNSAFE
98 93 89 88 87 84 82 82	UNSAFE
25 18 17 14 12 8 6 2	UNSAFE
52 45 44 42 40 37 33 27	UNSAFE
93 87 80 78 76	UNSAFE
53 48 41 38 40	UNSAFE
82 77 74 73 67 67	UNSAFE
59 53 51 45 41	UNSAFE
97 90 88 85 79 72	UNSAFE
31 32 35 36 37 40 38	SAFE
10 11 13 15 18 19 19	SAFE
64 65 66 67 71	SAFE
32 34 35 38 41 42 48	SAFE
18 20 22 20 22	UNSAFE
68 71 72 73 74 72 69	UNSAFE
10 13 14 13 13	UNSAFE
5 8 5 6 7 11	UNSAFE
1 3 5 4 10	SAFE
37 40 43 43 46	SAFE
66 68 68 70 69	SAFE
79 80 83 83 84 87 87	SAFE
19 21 21 23 27	SAFE
12 15 15 18 21 23 26 33	SAFE
56 57 61 63 65 66	UNSAFE
76 77 79 82 83 87 86	SAFE
50 52 56 58 61 61	UNSAFE
41 43 45 48 52 56	UNSAFE
53 56 60 61 66	UNSAFE
17 20 22 25 28 34 37	UNSAFE
62 65 68 75 76 79 82 81	UNSAFE
46 47 50 56 56	UNSAFE
36 39 41 48 52	UNSAFE
13 16 21 24 26 29 36	UNSAFE
57 55 56 58 59 62 65 68	SAFE
5 3 5 7 8 10 7	SAFE
10 8 9 12 13 15 15	SAFE
53 51 54 55 56 58 59 63	SAFE
64 63 65 66 69 71 76	SAFE
60 58 59 57 58 59 62	UNSAFE
73 72 73 74 75 78 75 74	UNSAFE
74 72 71 72 75 77 77	UNSAFE
66 65 68 71 68 69 70 74	UNSAFE
37 36 39 41 42 40 46	UNSAFE
70 67 67 70 71 73	UNSAFE
53 52 55 58 58 60 61 58	UNSAFE
97 95 96 96 97 97	UNSAFE
50 48 49 49 50 54	UNSAFE
31 30 32 35 35 42	UNSAFE
32 29 30 32 36 37 39 42	UNSAFE
16 13 14 18 20 21 18	UNSAFE
26 25 28 31 34 38 41 41	UNSAFE
50 49 53 54 55 57 59 63	SAFE
84 81 84 88 95	UNSAFE
50 48 51 54 56 63 65 66	UNSAFE
26 23 25 26 32 33 36 34	UNSAFE
7 5 11 13 15 15	UNSAFE
63 61 63 70 74	UNSAFE
48 46 49 52 55 61 66	UNSAFE
49 49 50 53 56 59 62 64	SAFE
26 26 28 30 32 33 36 35	SAFE
12 12 13 14 16 17 17	SAFE
30 30 32 34 35 39	SAFE
19 19 22 23 25 27 32	SAFE
92 92 90 91 94	UNSAFE
64 64 62 64 66 67 64	UNSAFE
69 69 71 68 68	UNSAFE
47 47 45 46 47 48 52	UNSAFE
81 81 78 79 80 85	UNSAFE
81 81 81 82 84	UNSAFE
36 36 36 39 40 38	UNSAFE
58 58 61 63 65 65 68 68	UNSAFE
41 41 41 42 46	UNSAFE
76 76 78 78 85	UNSAFE
42 42 43 47 48 49	UNSAFE
29 29 30 34 33	UNSAFE
70 70 74 76 78 78	UNSAFE
85 85 86 90 94	UNSAFE
79 79 80 84 90	UNSAFE
34 34 36 42 44	UNSAFE
63 63 66 69 72 73 79 78	UNSAFE
37 37 44 46 48 51 53 53	UNSAFE
44 44 45 46 51 55	UNSAFE
32 32 38 39 42 49	UNSAFE
61 65 66 69 72 75 77 78	SAFE
3 7 8 9 12 10	SAFE
56 60 62 64 65 66 66	SAFE
63 67 70 73 75 76 80	SAFE
76 80 82 83 84 89	SAFE
18 22 25 28 25 26 29	UNSAFE
1 5 8 9 11 14 11 8	UNSAFE
66 70 71 73 72 73 76 76	UNSAFE
29 33 32 33 36 37 39 43	SAFE
1 5 3 4 6 12	SAFE
44 48 49 52 55 58 58 59	UNSAFE
33 37 38 39 39 42 41	UNSAFE
33 37 38 38 38	UNSAFE
53 57 57 59 60 61 65	UNSAFE
35 39 40 40 46	UNSAFE
27 31 35 36 38 41 43 45	UNSAFE
7 11 13 17 18 17	UNSAFE
39 43 44 45 49 50 50	UNSAFE
66 70 73 76 77 81 83 87	UNSAFE
29 33 36 40 47	UNSAFE
86 90 96 97 99	UNSAFE
66 70 72 74 81 84 86 83	UNSAFE
79 83 85 90 92 95 95	UNSAFE
16 20 22 25 26 31 34 38	UNSAFE
52 56 57 58 60 65 67 74	UNSAFE
62 67 70 71 72 73	SAFE
63 70 72 74 72	SAFE
16 22 23 25 28 31 33 33	SAFE
9 15 17 20 22 24 26 30	SAFE
5 12 15 18 21 26	SAFE
64 70 72 75 72 75	UNSAFE
45 52 53 52 53 50	UNSAFE
53 60 58 59 60 62 63 63	UNSAFE
68 75 76 79 80 79 83	UNSAFE
20 25 27 24 31	UNSAFE
60 66 67 69 72 72 75 76	UNSAFE
49 55 55 56 55	UNSAFE
35 40 43 46 46 48 48	UNSAFE
40 47 47 48 49 53	UNSAFE
80 87 87 90 95	UNSAFE
5 12 13 17 18 21 22	UNSAFE
36 42 46 49 46	UNSAFE
29 36 39 42 46 47 47	UNSAFE
60 65 66 68 69 73 77	UNSAFE
27 32 36 38 44	UNSAFE
74 80 82 83 85 87 93 94	UNSAFE
40 45 48 49 51 57 55	UNSAFE
80 86 91 94 95 98 98	UNSAFE
43 48 54 56 59 62 63 67	UNSAFE
67 74 77 82 87	UNSAFE
53 52 51 50 47 50	SAFE
51 50 48 45 44 43 43	SAFE
64 61 58 55 53 51 50 46	SAFE
53 52 49 47 45 43 42 37	SAFE
59 57 56 53 54 53 52	SAFE
66 64 62 64 67	UNSAFE
8 7 5 3 1 4 4	UNSAFE
74 72 70 67 66 67 63	SAFE
62 59 62 59 53	UNSAFE
96 95 93 91 91 89 87 85	SAFE
77 75 72 71 71 72	SAFE
11 8 8 7 7	SAFE
92 91 88 88 86 84 80	SAFE
56 53 50 50 43	SAFE
78 75 73 69 68	UNSAFE
75 72 69 65 66	SAFE
21 20 16 13 13	UNSAFE
33 31 28 24 23 22 20 16	UNSAFE
40 37 35 32 28 23	UNSAFE
75 74 71 70 69 67 61 58	UNSAFE
39 38 36 30 32	UNSAFE
41 40 38 32 29 29	UNSAFE
68 66 65 59 57 53	UNSAFE
67 66 61 59 56 54 47	UNSAFE
39 40 37 36 35 33 30	SAFE
18 20 17 16 13 10 7 9	SAFE
79 82 81 79 76 76	SAFE
14 15 14 12 9 8 6 2	SAFE
88 89 87 86 84 78	SAFE
86 87 88 87 84 83	UNSAFE
42 44 47 44 42 44	UNSAFE
64 67 65 67 67	SAFE
92 93 95 94 92 88	UNSAFE
14 15 17 15 14 13 10 4	UNSAFE
42 45 44 43 43 41	UNSAFE
20 21 20 20 23	UNSAFE
30 32 30 29 28 25 25 25	UNSAFE
24 25 24 24 20	UNSAFE
52 54 54 51 50 44	UNSAFE
88 90 88 85 81 78 77	UNSAFE
62 63 59 56 54 55	SAFE
62 64 60 59 59	SAFE
93 94 91 87 83	UNSAFE
46 48 46 42 39 32	UNSAFE
91 93 87 86 84 82	UNSAFE
32 33 31 29 23 21 19 22	UNSAFE
35 36 33 30 25 24 21 21	UNSAFE
46 49 48 46 41 39 35	UNSAFE
56 57 50 49 43	UNSAFE
22 22 21 18 15 13	SAFE
39 39 38 35 38	SAFE
99 99 97 96 95 92 90 90	SAFE
21 21 19 16 14 10	SAFE
99 99 96 94 89	SAFE
74 74 76 73 72 70 68 65	UNSAFE
39 39 37 36 37 38	UNSAFE
23 23 21 24 21 21	UNSAFE
76 76 78 75 72 70 67 63	UNSAFE
75 75 78 76 74 68	UNSAFE
96 96 93 90 90 87	UNSAFE
38 38 36 33 31 31 33	UNSAFE
77 77 75 73 73 71 68 68	UNSAFE
18 18 17 17 14 10	UNSAFE
35 35 34 34 33 32 31 24	UNSAFE
56 56 52 50 48 45 44 42	UNSAFE
78 78 77 76 75 71 72	UNSAFE
77 77 74 70 67 65 65	UNSAFE
36 36 33 29 25	UNSAFE
59 59 58 55 51 44	UNSAFE
64 64 61 54 51 49 47	UNSAFE
92 92 91 84 85	UNSAFE
95 95 94 92 90 88 83 83	UNSAFE
71 71 65 62 60 58 55 51	UNSAFE
85 85 83 76 75 73 70 64	UNSAFE
51 47 45 44 43 42 41	SAFE
69 65 64 61 63	SAFE
11 7 5 2 1 1	SAFE
31 27 26 25 21	SAFE
38 34 33 30 24	SAFE
47 43 41 38 39 38 36	UNSAFE
70 66 68 67 69	SAFE
74 70 71 69 68 68	SAFE
91 87 85 82 80 83 79	UNSAFE
58 54 51 49 52 45	UNSAFE
56 52 49 48 48 47	UNSAFE
42 38 35 35 37	UNSAFE
16 12 10 7 7 5 5	UNSAFE
14 10 8 8 7 6 5 1	UNSAFE
34 30 27 27 22	UNSAFE
25 21 18 17 16 12 11	UNSAFE
34 30 26 23 24	UNSAFE
44 40 37 35 31 31	UNSAFE
67 63 60 57 56 52 48	UNSAFE
60 56 52 50 48 43	UNSAFE
96 92 90 88 82 79	UNSAFE
64 60 57 50 48 47 45 46	UNSAFE
33 29 24 23 20 20	UNSAFE
39 35 32 31 28 22 20 16	UNSAFE
81 77 76 74 73 70 65 58	UNSAFE
76 70 69 67 64 61	SAFE
52 46 43 41 39 37 40	SAFE
63 57 54 53 51 49 47 47	SAFE
47 41 39 37 33	SAFE
58 53 52 51 50 48 42	SAFE
38 33 36 34 33	SAFE
75 69 71 69 67 65 66	UNSAFE
35 28 27 25 23 25 23 23	UNSAFE
17 12 9 8 7 4 5 1	UNSAFE
96 89 88 89 86 80	UNSAFE
51 45 43 42 42 39 38 36	UNSAFE
26 19 18 16 16 17	UNSAFE
60 55 54 52 51 49 49 49	UNSAFE
88 82 80 80 77 75 71	UNSAFE
46 41 41 38 32	UNSAFE
55 50 46 43 41 39 37	UNSAFE
50 43 39 37 36 33 36	UNSAFE
17 11 9 7 3 3	UNSAFE
36 31 28 24 23 22 18	UNSAFE
86 79 75 72 71 68 66 60	UNSAFE
79 73 72 65 63 62 60 58	UNSAFE
77 71 68 63 60 63	UNSAFE
79 72 66 64 64	UNSAFE
46 40 33 31 28 25 21	UNSAFE
98 93 92 89 87 86 79 73	UNSAFE
99 94 91 89 87 86 81	SAFE
47 45 48 49 50 51 53 53	SAFE
2 4 3 3 2 2	UNSAFE
79 76 75 77 77	UNSAFE
72 72 74 72 73	UNSAFE
77 77 76 77 74 74	UNSAFE
29 25 24 23 22 22	SAFE
69 65 63 60 56 52	UNSAFE
53 59 64 67 70 73 73	UNSAFE
90 86 85 83 79 77 77	UNSAFE
29 30 36 39 41 39	UNSAFE
29 33 34 35 33 38	UNSAFE
69 67 68 71 70 74	UNSAFE
7 6 7 6 7	UNSAFE
9 9 11 16 23	UNSAFE
69 74 78 80 82 82	UNSAFE
37 34 38 40 44	SAFE
11 12 10 8 7 9 5	UNSAFE
21 25 30 33 34 31	UNSAFE
69 63 61 58 57 56 56 55	UNSAFE
64 65 71 73 73	UNSAFE
59 63 65 68 69 70 70	SAFE
29 25 21 18 15 9	UNSAFE
48 46 51 54 53	SAFE
92 91 89 82 82	UNSAFE
32 28 23 21 20 15	UNSAFE
82 87 90 93 95 96 95 99	UNSAFE
58 58 62 63 63	UNSAFE
8 8 10 13 13 14 20	UNSAFE
18 11 4 2 3	UNSAFE
35 37 35 33 32 30 29 24	SAFE
31 32 33 36 40 43 44 44	UNSAFE
83 90 90 93 94 95 95	UNSAFE
22 23 20 19 19	SAFE
94 93 90 87 83 80 73	UNSAFE
61 63 66 72 73 74 75 82	UNSAFE
58 58 57 51 48 46 42	UNSAFE
80 77 79 76 75 68	SAFE
84 82 83 83 85 87 87	UNSAFE
60 54 52 51 50 53 52 52	UNSAFE
48 44 43 46 43 39	UNSAFE
39 41 43 44 43 45 46	SAFE
96 96 94 93 91 91 90 84	UNSAFE
64 70 71 75 78 81	UNSAFE
9 9 12 14 15 16	SAFE
47 40 38 36 32 30	UNSAFE
44 49 51 54 54 57 61	UNSAFE
89 86 88 91 98	SAFE
87 87 84 83 82 84 82	UNSAFE
13 17 24 27 29 32 34 36	UNSAFE
3 4 7 9 10 12 12 16	SAFE
26 30 34 36 36	UNSAFE
92 92 87 86 87	UNSAFE
89 90 91 89 89	UNSAFE
41 43 36 34 33 30 26	UNSAFE
8 12 12 15 18 20 23	UNSAFE
21 21 19 17 14 13 8	SAFE
75 75 73 69 65	UNSAFE
41 45 52 54 57 58 58	UNSAFE
92 95 93 86 86	UNSAFE
70 64 57 55 50	UNSAFE
52 53 50 48 48 46	UNSAFE
70 74 75 75 75	UNSAFE
33 29 28 25 22 20 16	SAFE
77 77 74 73 70 69 71 65	UNSAFE
66 62 60 61 58 55 49	UNSAFE
78 82 83 85 86 90 92 97	UNSAFE
38 45 46 49 51 51 48	UNSAFE
19 20 19 18 16 13 16 16	UNSAFE
76 76 79 84 87 88	UNSAFE
78 78 81 85 82	UNSAFE
62 66 69 70 68 72	UNSAFE
65 65 66 68 71 77	SAFE
15 16 13 15 14 11 13	UNSAFE
94 95 92 89 85 88	UNSAFE
17 14 13 10 10 7 7	SAFE
37 36 33 33 31 30 29	SAFE
27 31 35 38 40 39	UNSAFE
37 38 32 30 27 25	UNSAFE
55 58 60 64 65 67 69 71	UNSAFE
72 72 76 78 81 85	UNSAFE
26 20 19 19 18 18	UNSAFE
67 66 68 71 75	SAFE
45 45 41 38 32	UNSAFE
57 56 58 59 60 61 65 68	UNSAFE
25 27 28 31 31	SAFE
73 66 63 60 60	SAFE
23 30 33 33 36 39	UNSAFE
94 95 95 97 96	SAFE
20 18 18 19 21	UNSAFE
53 60 60 62 69	UNSAFE
69 63 61 58 57 52 49 45	UNSAFE
57 57 55 58 59 61 63 63	UNSAFE
56 53 55 56 54	SAFE
91 95 97 96 96	UNSAFE
66 60 58 57 53 51 50 50	UNSAFE
50 46 43 42 40 34 34	UNSAFE
33 28 22 19 18 15	UNSAFE
30 26 24 23 17 15 11	UNSAFE
98 94 93 93 92 92	UNSAFE
14 11 14 17 14 21	UNSAFE
42 42 42 40 37 40	UNSAFE
69 73 74 79 82 86	UNSAFE
55 57 55 55 52 54	UNSAFE
37 42 43 45 47 48 51 55	SAFE
65 60 58 51 49 49	UNSAFE
4 2 5 10 13 14 15 18	UNSAFE
33 40 43 44 48 46	UNSAFE
88 90 85 83 80 79 77 71	SAFE
63 65 66 64 65 67 69 75	UNSAFE
8 14 17 18 19 22 25 30	SAFE
64 68 69 73 75 77 79 82	UNSAFE
79 83 83 86 84	UNSAFE
92 88 87 85 84 86 83 83	UNSAFE
54 57 60 60 62 63 66	SAFE
12 14 18 20 21 19	UNSAFE
84 81 79 77 77	SAFE
54 58 58 61 63 66 70	UNSAFE
82 78 74 72 69 67 65 67	UNSAFE
69 65 62 55 58	UNSAFE
6 4 7 11 18	UNSAFE
20 14 12 10 9 9 7 3	UNSAFE
83 83 78 76 75 70	UNSAFE
51 58 55 58 61	UNSAFE
64 66 67 70 73 79	SAFE
11 8 6 5 4 2 4	SAFE
5 10 12 19 21 22 26	UNSAFE
24 20 18 14 12 10 7 4	UNSAFE
26 25 23 20 19 18 14	SAFE
54 53 52 53 49	SAFE
58 58 56 55 54 55	SAFE
47 46 42 41 41	UNSAFE
33 30 28 26 23 26 29	UNSAFE
65 69 72 73 76 80 83 87	UNSAFE
39 42 42 40 37 33	UNSAFE
44 41 42 46 45	UNSAFE
42 42 43 48 49 53	UNSAFE
58 54 51 48 48 44	UNSAFE
17 21 23 26 30	SAFE
94 90 88 85 87	SAFE
16 21 24 22 25 28 31 38	UNSAFE
34 29 28 26 29	SAFE
72 76 77 74 77	UNSAFE
40 37 34 37 39 41 43 43	UNSAFE
82 79 78 75 75 72 69 71	SAFE
65 65 68 70 72 76	SAFE
78 76 77 79 80 81 83 86	SAFE
13 17 18 21 24 29	SAFE
33 37 39 40 41 39	SAFE
59 52 51 53 52 49 46 39	UNSAFE
51 55 56 59 64 65 66 71	UNSAFE
28 29 30 32 34 36 38 42	SAFE
2 5 5 6 6	SAFE
69 69 70 76 73	UNSAFE
68 65 63 58 57	UNSAFE
58 58 59 62 63 63	SAFE
25 31 33 35 40 42 44 51	UNSAFE
59 59 56 53 49 46 46	UNSAFE
46 42 39 39 42	UNSAFE
36 43 44 51 54	UNSAFE
19 21 18 20 18 13	UNSAFE
47 43 41 43 40 37 38	UNSAFE
70 76 78 79 76 79 76	UNSAFE
54 59 62 63 66	SAFE
19 19 22 24 27 25 24	UNSAFE
78 73 71 67 64 58	UNSAFE
64 64 67 70 74 76 77	UNSAFE
66 72 75 79 82 84 85 89	UNSAFE
50 47 43 41 39 37 35 38	UNSAFE
31 33 35 36 39 37 40 38	SAFE
5 2 5 8 10 15 15	UNSAFE
59 66 69 71 76 73	UNSAFE
89 89 86 87 93	UNSAFE
68 66 68 68 71 77	UNSAFE
37 35 32 30 26 22	UNSAFE
39 36 35 35 32 30 26	SAFE
78 78 77 77 77	UNSAFE
32 31 30 32 30	UNSAFE
55 53 51 48 45 43 41	SAFE
55 52 49 46 43 42	SAFE
86 87 90 91 94	SAFE
71 68 65 64 62 59 57 54	SAFE
46 48 50 52 54 57 60 63	SAFE
24 23 22 20 19	SAFE
51 52 53 54 57 58 61 62	SAFE
35 32 30 28 27 26 25 24	SAFE
69 67 65 63 61 59 58 57	SAFE
82 80 79 76 74	SAFE
23 22 20 18 15 12 10	SAFE
64 63 61 58 55 53 51 50	SAFE
50 47 45 44 42 39 36	SAFE
56 59 60 63 66 68 71	SAFE
15 18 19 21 22	SAFE
50 52 55 57 59 62 65	SAFE
75 73 72 71 68	SAFE
66 69 71 74 77	SAFE
28 26 25 23 22 20 19	SAFE
71 72 75 78 80 83	SAFE
82 80 79 77 76 75 72	SAFE
43 45 48 50 51	SAFE
87 89 92 95 96 99	SAFE
40 39 38 37 34 32	SAFE
36 37 40 41 43 46	SAFE
58 56 55 52 49 46 43 41	SAFE
82 81 78 76 75	SAFE
46 45 43 42 41	SAFE
73 76 77 79 82 83 84	SAFE
82 85 86 89 91 93	SAFE
38 35 33 31 29 28	SAFE
55 54 53 51 48 47 46 44	SAFE
20 22 24 26 29	SAFE
85 88 91 92 93	SAFE
31 28 27 25 23 22 20 19	SAFE
1 2 5 6 8 9 12	SAFE
75 76 78 80 81 84	SAFE
86 85 82 79 77 74	SAFE
67 65 62 61 58 56 55	SAFE
56 55 53 51 48 46	SAFE
62 59 57 55 52 50 49	SAFE
51 53 55 57 58 61	SAFE
30 31 34 36 37 39	SAFE
56 53 50 47 45 43 41 38	SAFE
58 61 64 67 69 72	SAFE
80 78 76 74 71 70 69	SAFE
